country,gender,age_group,religion,environment
Gabon,Female,26-35,Christianity,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Male,46-55,Christianity,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Female,18-25,Christianity,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Male,18-25,Christianity,Urban
Gabon,Male,46-55,Christianity,Urban
Gabon,Female,46-55,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Female,18-25,I do not identify with any religious group or faith,Urban
Gabon,Male,18-25,Christianity,Urban
Gabon,Female,18-25,Christianity,Rural
Gabon,Female,26-35,Christianity,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Female,46-55,Christianity,Urban
Gabon,Female,26-35,I do not identify with any religious group or faith,Urban
Gabon,Male,36-45,Christianity,Rural
Gabon,Male,36-45,Christianity,Rural
Gabon,Female,36-45,Christianity,Rural
Gabon,Male,46-55,Christianity,Rural
Gabon,Female,18-25,Christianity,Rural
Gabon,Female,18-25,Christianity,Rural
Gabon,Male,18-25,Christianity,Rural
Gabon,Female,36-45,Christianity,Urban
Gabon,Female,18-25,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Male,18-25,I do not identify with any religious group or faith,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Female,26-35,Christianity,Rural
Gabon,Female,26-35,Christianity,Urban
Gabon,Male,36-45,Christianity,Rural
Gabon,Male,18-25,Christianity,Rural
Gabon,Male,36-45,Christianity,Urban
Gabon,Female,46-55,Christianity,Rural
Gabon,Female,46-55,I do not identify with any religious group or faith,Urban
Gabon,Female,46-55,Christianity,Urban
Gabon,Male,36-45,I do not identify with any religious group or faith,Urban
Gabon,Female,18-25,Christianity,Urban
Gabon,Female,36-45,Christianity,Rural
Gabon,Female,36-45,Christianity,Urban
Gabon,Male,36-45,Christianity,Rural
Gabon,Male,18-25,Christianity,Urban
Gabon,Male,26-35,Christianity,Rural
Gabon,Male,18-25,Christianity,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Female,26-35,Christianity,Rural
Gabon,Male,26-35,Christianity,Urban
Gabon,Male,46-55,Christianity,Urban
Gabon,Male,46-55,I do not identify with any religious group or faith,Urban
Gabon,Male,46-55,Christianity,Urban
Gabon,Female,36-45,Christianity,Rural
Gabon,Male,18-25,Christianity,Rural
Gabon,Female,36-45,Christianity,Rural
Gabon,Female,65+,Christianity,Urban
Gabon,Male,46-55,Christianity,Rural
Gabon,Male,36-45,Christianity,Urban
Gabon,Male,26-35,I do not identify with any religious group or faith,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Male,36-45,Christianity,Rural
Gabon,Male,46-55,Christianity,Rural
Gabon,Female,46-55,Christianity,Rural
Gabon,Female,36-45,Christianity,Rural
Gabon,Male,36-45,Christianity,Urban
Gabon,Female,18-25,Christianity,Rural
Gabon,Male,18-25,Christianity,Rural
Gabon,Female,26-35,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Female,18-25,I do not identify with any religious group or faith,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Female,36-45,Christianity,Rural
Gabon,Male,46-55,I do not identify with any religious group or faith,Rural
Gabon,Male,46-55,Christianity,Rural
Gabon,Male,36-45,I do not identify with any religious group or faith,Rural
Gabon,Female,46-55,Christianity,Rural
Gabon,Female,18-25,I do not identify with any religious group or faith,Rural
Gabon,Male,46-55,Christianity,Urban
Gabon,Male,18-25,Christianity,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Female,26-35,I do not identify with any religious group or faith,Rural
Gabon,Female,36-45,I do not identify with any religious group or faith,Rural
Gabon,Female,36-45,Islam,Rural
Gabon,Female,26-35,I do not identify with any religious group or faith,Rural
Gabon,Female,18-25,Christianity,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Male,18-25,Christianity,Rural
Gabon,Female,46-55,Christianity,Rural
Gabon,Male,36-45,I do not identify with any religious group or faith,Rural
Gabon,Female,18-25,Christianity,Rural
Gabon,Male,18-25,I do not identify with any religious group or faith,Rural
Gabon,Male,36-45,Christianity,Rural
Gabon,Female,18-25,Christianity,Urban
Gabon,Male,56-65,Christianity,Urban
Gabon,Male,46-55,I do not identify with any religious group or faith,Rural
Gabon,Male,36-45,I do not identify with any religious group or faith,Rural
Gabon,Male,26-35,Christianity,Urban
Gabon,Female,46-55,Christianity,Rural
Gabon,Female,36-45,Christianity,Rural
Gabon,Male,36-45,Christianity,Rural
Gabon,Female,18-25,Christianity,Urban
Gabon,Female,65+,Christianity,Rural
Gabon,Female,26-35,Christianity,Urban
Gabon,Male,56-65,Christianity,Urban
Gabon,Female,56-65,Christianity,Rural
Gabon,Female,65+,Christianity,Rural
Gabon,Female,65+,Christianity,Rural
Gabon,Male,46-55,Christianity,Rural
Gabon,Male,26-35,Christianity,Rural
Gabon,Male,46-55,Christianity,Rural
Gabon,Male,36-45,Christianity,Rural
Gabon,Male,36-45,I do not identify with any religious group or faith,Rural
Gabon,Female,56-65,Christianity,Rural
Gabon,Female,65+,Christianity,Rural
Gabon,Female,26-35,I do not identify with any religious group or faith,Rural
Gabon,Female,36-45,I do not identify with any religious group or faith,Rural
Gabon,Male,26-35,I do not identify with any religious group or faith,Rural
Gabon,Male,46-55,I do not identify with any religious group or faith,Rural
Gabon,Male,26-35,Christianity,Urban
Gabon,Male,18-25,I do not identify with any religious group or faith,Urban
Gabon,Female,18-25,Christianity,Urban
Gabon,Male,36-45,Christianity,Rural
Gabon,Female,36-45,I do not identify with any religious group or faith,Urban
Gabon,Female,56-65,Christianity,Rural
Gabon,Female,56-65,Christianity,Rural
Gabon,Male,26-35,Christianity,Rural
Gabon,Female,26-35,Christianity,Rural
Gabon,Female,18-25,Christianity,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Male,18-25,Christianity,Urban
Gabon,Male,18-25,I do not identify with any religious group or faith,Urban
Gabon,Male,65+,Christianity,Rural
Gabon,Male,65+,Christianity,Rural
Gabon,Male,36-45,Christianity,Rural
Gabon,Female,65+,Christianity,Rural
Gabon,Male,56-65,Christianity,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Male,56-65,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Female,18-25,Christianity,Urban
Gabon,Male,46-55,I do not identify with any religious group or faith,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Male,36-45,Other religious group,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Female,46-55,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Female,18-25,Christianity,Urban
Gabon,Female,36-45,I do not identify with any religious group or faith,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Female,65+,Christianity,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Female,18-25,Christianity,Urban
Gabon,Female,18-25,Christianity,Urban
Gabon,Male,46-55,I do not identify with any religious group or faith,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Female,65+,Christianity,Rural
Gabon,Female,65+,Christianity,Rural
Gabon,Female,46-55,Christianity,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Female,18-25,Christianity,Rural
Gabon,Female,36-45,Christianity,Urban
Gabon,Female,36-45,Christianity,Rural
Gabon,Male,26-35,I do not identify with any religious group or faith,Urban
Gabon,Male,18-25,I do not identify with any religious group or faith,Urban
Gabon,Male,18-25,Christianity,Urban
Gabon,Male,18-25,Christianity,Urban
Gabon,Male,46-55,Christianity,Rural
Gabon,Female,18-25,Christianity,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Male,65+,Christianity,Rural
Gabon,Female,18-25,Christianity,Urban
Gabon,Male,18-25,Christianity,Urban
Gabon,Male,46-55,Christianity,Urban
Gabon,Male,65+,Christianity,Rural
Gabon,Male,56-65,Christianity,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Female,18-25,I do not identify with any religious group or faith,Urban
Gabon,Female,18-25,Christianity,Urban
Gabon,Male,46-55,Christianity,Rural
Gabon,Female,18-25,Christianity,Urban
Gabon,Male,36-45,I do not identify with any religious group or faith,Urban
Gabon,Male,18-25,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Male,18-25,Christianity,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Female,46-55,Christianity,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Female,36-45,I do not identify with any religious group or faith,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Female,18-25,Christianity,Urban
Gabon,Male,46-55,Christianity,Urban
Gabon,Male,18-25,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Male,18-25,I do not identify with any religious group or faith,Urban
Gabon,Female,18-25,Christianity,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Male,56-65,Christianity,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Male,18-25,Christianity,Urban
Gabon,Male,46-55,Christianity,Urban
Gabon,Male,46-55,Christianity,Urban
Gabon,Female,36-45,I do not identify with any religious group or faith,Urban
Gabon,Female,18-25,Christianity,Urban
Gabon,Male,65+,Christianity,Urban
Gabon,Female,18-25,Christianity,Urban
Gabon,Male,46-55,Christianity,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Male,46-55,Christianity,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Male,18-25,I do not identify with any religious group or faith,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Female,56-65,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Male,46-55,Christianity,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Female,18-25,Christianity,Urban
Gabon,Female,56-65,Christianity,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Female,18-25,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Male,18-25,Christianity,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Male,56-65,Christianity,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Female,26-35,Christianity,Urban
Gabon,Female,18-25,Christianity,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Female,18-25,Christianity,Urban
Gabon,Female,18-25,Christianity,Urban
Gabon,Male,46-55,Christianity,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Male,26-35,I do not identify with any religious group or faith,Urban
Gabon,Female,36-45,Other religious group,Urban
Gabon,Female,36-45,I do not identify with any religious group or faith,Urban
Gabon,Female,18-25,Christianity,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Male,18-25,Islam,Urban
Gabon,Male,18-25,Christianity,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Male,26-35,I do not identify with any religious group or faith,Urban
Gabon,Female,36-45,I do not identify with any religious group or faith,Urban
Gabon,Female,36-45,Other religious group,Urban
Gabon,Female,36-45,Christianity,Urban
Gabon,Female,18-25,Christianity,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Male,18-25,Christianity,Urban
Gabon,Male,36-45,Christianity,Urban
Gabon,Male,26-35,Christianity,Urban
Gabon,Male,36-45,Christianity,Rural
Gabon,Male,56-65,I do not identify with any religious group or faith,Rural
Gambia,Male,46-55,Islam,Rural
Gambia,Male,18-25,Islam,Rural
Gambia,Female,26-35,Islam,Rural
Gambia,Male,46-55,Islam,Rural
Gambia,Male,18-25,Islam,Urban
Gambia,Female,18-25,Islam,Urban
Gambia,Female,18-25,Islam,Urban
Gambia,Male,26-35,Islam,Urban
Gambia,Female,18-25,Islam,Urban
Gambia,Female,26-35,Islam,Urban
Gambia,Female,18-25,Islam,Rural
Gambia,Female,46-55,Islam,Rural
Gambia,Male,65+,Islam,Urban
Gambia,Female,46-55,Islam,Urban
Gambia,Male,26-35,Islam,Urban
Gambia,Male,26-35,Islam,Rural
Gambia,Female,26-35,Islam,Rural
Gambia,Male,56-65,Islam,Rural
Gambia,Male,46-55,Islam,Rural
Gambia,Male,18-25,Islam,Rural
Gambia,Male,36-45,Islam,Rural
Gambia,Male,46-55,Islam,Urban
Gambia,Female,36-45,Islam,Urban
Gambia,Male,18-25,Islam,Urban
Gambia,Male,18-25,Islam,Urban
Gambia,Male,65+,Islam,Urban
Gambia,Female,65+,Islam,Urban
Gambia,Female,18-25,Islam,Rural
Gambia,Female,56-65,Islam,Rural
Gambia,Female,36-45,Islam,Rural
Gambia,Female,18-25,Islam,Rural
Gambia,Male,36-45,Islam,Urban
Gambia,Male,46-55,Islam,Urban
Gambia,Male,18-25,Islam,Urban
Gambia,Female,36-45,Islam,Rural
Gambia,Male,26-35,Islam,Rural
Gambia,Male,56-65,Islam,Rural
Gambia,Female,18-25,Islam,Rural
Gambia,Male,46-55,Islam,Urban
Gambia,Female,18-25,Islam,Urban
Gambia,Female,26-35,Islam,Urban
Gambia,Male,18-25,Islam,Urban
Gambia,Female,46-55,Islam,Rural
Gambia,Female,36-45,Islam,Urban
Gambia,Female,18-25,Islam,Urban
Gambia,Female,26-35,Islam,Urban
Gambia,Male,18-25,Islam,Rural
Gambia,Female,18-25,Islam,Urban
Gambia,Female,36-45,Islam,Rural
Gambia,Male,26-35,Islam,Rural
Gambia,Female,18-25,Islam,Rural
Gambia,Male,26-35,Islam,Rural
Gambia,Male,65+,Islam,Rural
Gambia,Female,36-45,Islam,Urban
Gambia,Female,26-35,Islam,Urban
Gambia,Male,46-55,Islam,Rural
Gambia,Male,56-65,Islam,Urban
Gambia,Female,18-25,Islam,Urban
Gambia,Female,26-35,Islam,Rural
Gambia,Male,46-55,Islam,Urban
Gambia,Female,26-35,Islam,Rural
Gambia,Male,18-25,Islam,Rural
Gambia,Female,18-25,Islam,Rural
Gambia,Male,36-45,Islam,Urban
Gambia,Female,26-35,Islam,Rural
Gambia,Female,65+,Islam,Rural
Gambia,Male,46-55,Islam,Rural
Gambia,Male,26-35,Islam,Rural
Gambia,Female,56-65,Islam,Urban
Gambia,Female,46-55,Islam,Rural
Gambia,Male,56-65,Islam,Rural
Gambia,Male,65+,Islam,Urban
Gambia,Male,18-25,Islam,Rural
Gambia,Male,46-55,Islam,Rural
Gambia,Female,18-25,Islam,Urban
Gambia,Female,26-35,Islam,Urban
Gambia,Male,26-35,Islam,Urban
Gambia,Male,65+,Islam,Rural
Gambia,Male,18-25,Islam,Urban
Gambia,Female,36-45,Islam,Urban
Gambia,Female,18-25,Islam,Urban
Gambia,Male,18-25,Islam,Urban
Gambia,Female,18-25,Islam,Rural
Gambia,Male,18-25,Islam,Rural
Gambia,Female,26-35,Islam,Rural
Gambia,Female,46-55,Islam,Rural
Gambia,Female,26-35,Islam,Urban
Gambia,Female,56-65,Islam,Rural
Gambia,Female,18-25,Islam,Rural
Gambia,Male,36-45,Islam,Urban
Gambia,Male,26-35,Islam,Rural
Gambia,Male,18-25,Islam,Urban
Gambia,Male,46-55,Islam,Urban
Gambia,Male,18-25,Islam,Urban
Gambia,Female,46-55,Islam,Urban
Gambia,Female,18-25,Islam,Urban
Gambia,Male,26-35,Islam,Rural
Gambia,Female,26-35,Islam,Rural
Gambia,Male,26-35,Islam,Rural
Gambia,Male,18-25,Islam,Rural
Gambia,Female,18-25,Islam,Urban
Gambia,Male,18-25,Islam,Urban
Gambia,Female,26-35,Islam,Urban
Gambia,Female,36-45,Islam,Urban
Gambia,Female,18-25,Islam,Urban
Gambia,Female,18-25,Islam,Urban
Gambia,Male,18-25,Islam,Urban
Gambia,Female,36-45,Islam,Urban
Gambia,Female,36-45,Islam,Rural
Gambia,Male,18-25,Islam,Rural
Gambia,Female,26-35,Islam,Rural
Gambia,Male,46-55,Islam,Rural
Gambia,Male,36-45,Islam,Rural
Gambia,Male,46-55,Islam,Rural
Gambia,Female,26-35,Islam,Urban
Gambia,Male,46-55,Islam,Rural
Gambia,Female,26-35,Islam,Rural
Gambia,Male,18-25,Islam,Urban
Gambia,Male,18-25,Islam,Urban
Gambia,Male,18-25,Islam,Urban
Gambia,Male,18-25,Islam,Urban
Gambia,Male,26-35,Islam,Urban
Gambia,Female,26-35,Islam,Urban
Gambia,Male,26-35,Islam,Urban
Gambia,Female,18-25,Islam,Rural
Gambia,Female,26-35,Islam,Rural
Gambia,Female,18-25,Islam,Rural
Gambia,Female,18-25,Islam,Rural
Gambia,Male,18-25,Islam,Rural
Gambia,Female,18-25,Islam,Rural
Gambia,Male,18-25,Islam,Rural
Gambia,Male,18-25,Islam,Rural
Gambia,Female,26-35,Islam,Urban
Gambia,Male,26-35,Islam,Urban
Gambia,Female,26-35,Islam,Urban
Gambia,Male,18-25,Islam,Urban
Gambia,Female,26-35,Islam,Urban
Gambia,Female,18-25,Islam,Urban
Gambia,Male,26-35,Islam,Urban
Gambia,Male,65+,Islam,Rural
Gambia,Female,26-35,Islam,Urban
Gambia,Female,36-45,Islam,Rural
Gambia,Male,26-35,Islam,Urban
Gambia,Female,56-65,Islam,Rural
Gambia,Male,36-45,Islam,Urban
Gambia,Male,56-65,Islam,Urban
Gambia,Female,18-25,Islam,Rural
Gambia,Female,18-25,Islam,Urban
Gambia,Female,18-25,Islam,Urban
Gambia,Male,56-65,Islam,Urban
Gambia,Female,26-35,Islam,Urban
Gambia,Male,56-65,Islam,Urban
Gambia,Female,36-45,Islam,Rural
Gambia,Male,26-35,Islam,Rural
Gambia,Male,46-55,Islam,Rural
Gambia,Male,18-25,Islam,Rural
Gambia,Male,18-25,Islam,Urban
Gambia,Female,36-45,Islam,Urban
Gambia,Female,18-25,Islam,Urban
Gambia,Male,26-35,Islam,Rural
Gambia,Male,36-45,Islam,Urban
Gambia,Female,26-35,Islam,Rural
Gambia,Female,18-25,Islam,Rural
Gambia,Female,18-25,Islam,Urban
Gambia,Female,18-25,Islam,Urban
Gambia,Female,18-25,Islam,Rural
Gambia,Male,36-45,Islam,Urban
Gambia,Female,36-45,Islam,Urban
Gambia,Male,26-35,Islam,Rural
Gambia,Female,26-35,Islam,Rural
Gambia,Male,26-35,Islam,Rural
Gambia,Male,56-65,Islam,Rural
Gambia,Male,26-35,Islam,Urban
Gambia,Female,26-35,Islam,Urban
Gambia,Male,26-35,Islam,Urban
Gambia,Male,26-35,Islam,Urban
Gambia,Male,36-45,Islam,Urban
