country,religion,count,proportion,population_proportion,sample_proportion,benchmark_proportion,deviation,abs_deviation,normalized_deviation,tvd_contribution
Bulgaria,Christianity,,,0.0008918690559183,0.0,0.0008918690559183,-0.0008918690559183,0.0008918690559183,-1.0,0.00044593452795915
Libya,Islam,,,0.0008910670062704,0.0,0.0008910670062704,-0.0008910670062704,0.0008910670062704,-1.0,0.0004455335031352
North Korea,Other religious group,,,0.000889970533334,0.0,0.000889970533334,-0.000889970533334,0.000889970533334,-1.0,0.000444985266667
South Sudan,Christianity,,,0.0008730810791756,0.0,0.0008730810791756,-0.0008730810791756,0.0008730810791756,-1.0,0.0004365405395878
Jordan,Islam,,,0.0008726358183404,0.0,0.0008726358183404,-0.0008726358183404,0.0008726358183404,-1.0,0.0004363179091702
United Arab Emirates,Islam,,,0.0008376110499015,0.0,0.0008376110499015,-0.0008376110499015,0.0008376110499015,-1.0,0.00041880552495075
El Salvador,Christianity,,,0.0007918362055311,0.0,0.0007918362055311,-0.0007918362055311,0.0007918362055311,-1.0,0.00039591810276555
Switzerland,Christianity,1.0,0.0016666666666666668,0.000903223932398,0.0016666666666666668,0.000903223932398,0.0007634427342686667,0.0007634427342686667,0.8452419238292065,0.00038172136713433336
Philippines,Islam,,,0.0007439336815342,0.0,0.0007439336815342,-0.0007439336815342,0.0007439336815342,-1.0,0.0003719668407671
Nicaragua,Christianity,,,0.0007205132516716,0.0,0.0007205132516716,-0.0007205132516716,0.0007205132516716,-1.0,0.0003602566258358
Taiwan,Buddhism,,,0.0007173282588565,0.0,0.0007173282588565,-0.0007173282588565,0.0007173282588565,-1.0,0.00035866412942825
United States,I do not identify with any religious group or faith,4.0,0.006666666666666667,0.0073826741107432,0.006666666666666667,0.0073826741107432,-0.0007160074440765328,0.0007160074440765328,-0.09698483684043499,0.0003580037220382664
Benin,Christianity,,,0.0006802918396733,0.0,0.0006802918396733,-0.0006802918396733,0.0006802918396733,-1.0,0.00034014591983665
Kyrgyzstan,Islam,,,0.000680277336063,0.0,0.000680277336063,-0.000680277336063,0.000680277336063,-1.0,0.0003401386680315
Turkmenistan,Islam,,,0.0006798132205344,0.0,0.0006798132205344,-0.0006798132205344,0.0006798132205344,-1.0,0.0003399066102672
Denmark,Christianity,,,0.0006721335588969,0.0,0.0006721335588969,-0.0006721335588969,0.0006721335588969,-1.0,0.00033606677944845
Belgium,Christianity,1.0,0.0016666666666666668,0.0009972421356066,0.0016666666666666668,0.0009972421356066,0.0006694245310600669,0.0006694245310600669,0.6712758187387169,0.00033471226553003343
Sierra Leone,Islam,,,0.0006640622997821,0.0,0.0006640622997821,-0.0006640622997821,0.0006640622997821,-1.0,0.00033203114989105
Chad,Christianity,,,0.0006612747058884,0.0,0.0006612747058884,-0.0006612747058884,0.0006612747058884,-1.0,0.0003306373529442
Netherlands,I do not identify with any religious group or faith,1.0,0.0016666666666666668,0.0010142099092604,0.0016666666666666668,0.0010142099092604,0.0006524567574062669,0.0006524567574062669,0.6433153052922377,0.00032622837870313344
Italy,Christianity,4.0,0.006666666666666667,0.007315352702957,0.006666666666666667,0.007315352702957,-0.0006486860362903326,0.0006486860362903326,-0.08867460840652588,0.0003243430181451663
Finland,Christianity,,,0.0006343531045069,0.0,0.0006343531045069,-0.0006343531045069,0.0006343531045069,-1.0,0.00031717655225345
Vietnam,Christianity,1.0,0.0016666666666666668,0.001044796572957,0.0016666666666666668,0.001044796572957,0.0006218700937096668,0.0006218700937096668,0.5952068659161469,0.0003109350468548334
Costa Rica,Christianity,,,0.000614364228834,0.0,0.000614364228834,-0.000614364228834,0.000614364228834,-1.0,0.000307182114417
Mozambique,Islam,,,0.0006106309995507,0.0,0.0006106309995507,-0.0006106309995507,0.0006106309995507,-1.0,0.00030531549977535
Mozambique,I do not identify with any religious group or faith,,,0.0006072386051087,0.0,0.0006072386051087,-0.0006072386051087,0.0006072386051087,-1.0,0.00030361930255435
Egypt,Christianity,,,0.000600031761166,0.0,0.000600031761166,-0.000600031761166,0.000600031761166,-1.0,0.000300015880583
Ireland,Christianity,,,0.0005964464687075,0.0,0.0005964464687075,-0.0005964464687075,0.0005964464687075,-1.0,0.00029822323435375
Laos,Buddhism,,,0.0005934877322126,0.0,0.0005934877322126,-0.0005934877322126,0.0005934877322126,-1.0,0.0002967438661063
South Africa,I do not identify with any religious group or faith,1.0,0.0016666666666666668,0.0010833283143589,0.0016666666666666668,0.0010833283143589,0.0005833383523077668,0.0005833383523077668,0.5384686660322168,0.0002916691761538834
Hong Kong,I do not identify with any religious group or faith,,,0.000573625037949,0.0,0.000573625037949,-0.000573625037949,0.000573625037949,-1.0,0.0002868125189745
Palestinian territories,Islam,,,0.0005718831543557,0.0,0.0005718831543557,-0.0005718831543557,0.0005718831543557,-1.0,0.00028594157717785
Central African Republic,Christianity,,,0.0005711521723981,0.0,0.0005711521723981,-0.0005711521723981,0.0005711521723981,-1.0,0.00028557608619905
Ghana,Islam,,,0.000558914026053,0.0,0.000558914026053,-0.000558914026053,0.000558914026053,-1.0,0.0002794570130265
Georgia,Christianity,,,0.0005583527363356,0.0,0.0005583527363356,-0.0005583527363356,0.0005583527363356,-1.0,0.0002791763681678
Uganda,Islam,,,0.0005574172534733,0.0,0.0005574172534733,-0.0005574172534733,0.0005574172534733,-1.0,0.00027870862673665
Thailand,Islam,,,0.000551369247991,0.0,0.000551369247991,-0.000551369247991,0.000551369247991,-1.0,0.0002756846239955
Burma (Myanmar),Christianity,,,0.0005425626558356,0.0,0.0005425626558356,-0.0005425626558356,0.0005425626558356,-1.0,0.0002712813279178
Burkina Faso,Christianity,,,0.0005374675375481,0.0,0.0005374675375481,-0.0005374675375481,0.0005374675375481,-1.0,0.00026873376877405
Puerto Rico,Christianity,,,0.0005259371673841,0.0,0.0005259371673841,-0.0005259371673841,0.0005259371673841,-1.0,0.00026296858369205
Cameroon,Islam,,,0.000520215493133,0.0,0.000520215493133,-0.000520215493133,0.000520215493133,-1.0,0.0002601077465665
Moldova,Christianity,,,0.0005043166355559,0.0,0.0005043166355559,-0.0005043166355559,0.0005043166355559,-1.0,0.00025215831777795
Republic of the Congo,Christianity,,,0.0005033274893356,0.0,0.0005033274893356,-0.0005033274893356,0.0005033274893356,-1.0,0.0002516637446678
Mauritania,Islam,,,0.0004973084910739,0.0,0.0004973084910739,-0.0004973084910739,0.0004973084910739,-1.0,0.00024865424553695
Liberia,Christianity,,,0.000497098188725,0.0,0.000497098188725,-0.000497098188725,0.000497098188725,-1.0,0.0002485490943625
Eritrea,Christianity,,,0.0004789454701122,0.0,0.0004789454701122,-0.0004789454701122,0.0004789454701122,-1.0,0.0002394727350561
Pakistan,Hinduism,,,0.0004783595242573,0.0,0.0004783595242573,-0.0004783595242573,0.0004783595242573,-1.0,0.00023917976212865
South Sudan,Other religious group,,,0.0004755044885758,0.0,0.0004755044885758,-0.0004755044885758,0.0004755044885758,-1.0,0.0002377522442879
Panama,Christianity,,,0.0004747901857701,0.0,0.0004747901857701,-0.0004747901857701,0.0004747901857701,-1.0,0.00023739509288505
Netherlands,Christianity,1.0,0.0016666666666666668,0.0012189791308451,0.0016666666666666668,0.0012189791308451,0.0004476875358215668,0.0004476875358215668,0.36726431527272474,0.0002238437679107834
Nepal,Buddhism,,,0.0004475640085728,0.0,0.0004475640085728,-0.0004475640085728,0.0004475640085728,-1.0,0.0002237820042864
Colombia,I do not identify with any religious group or faith,,,0.0004431055987761,0.0,0.0004431055987761,-0.0004431055987761,0.0004431055987761,-1.0,0.00022155279938805
Vietnam,I do not identify with any religious group or faith,2.0,0.0033333333333333335,0.0037714607999423,0.0033333333333333335,0.0037714607999423,-0.00043812746660896627,0.00043812746660896627,-0.11616916888428729,0.00021906373330448313
Lithuania,Christianity,,,0.0004324048351196,0.0,0.0004324048351196,-0.0004324048351196,0.0004324048351196,-1.0,0.0002162024175598
Taiwan,I do not identify with any religious group or faith,,,0.0004277027646703,0.0,0.0004277027646703,-0.0004277027646703,0.0004277027646703,-1.0,0.00021385138233515
Venezuela,I do not identify with any religious group or faith,,,0.0004203146255992,0.0,0.0004203146255992,-0.0004203146255992,0.0004203146255992,-1.0,0.0002101573127996
Burma (Myanmar),Other religious group,,,0.0004173558891043,0.0,0.0004173558891043,-0.0004173558891043,0.0004173558891043,-1.0,0.00020867794455215
Sri Lanka,Hinduism,,,0.0004114616218909,0.0,0.0004114616218909,-0.0004114616218909,0.0004114616218909,-1.0,0.00020573081094545
Pakistan,Christianity,,,0.0004028290730588,0.0,0.0004028290730588,-0.0004028290730588,0.0004028290730588,-1.0,0.0002014145365294
Belarus,I do not identify with any religious group or faith,,,0.0003982111235491,0.0,0.0003982111235491,-0.0003982111235491,0.0003982111235491,-1.0,0.00019910556177455
Togo,Christianity,,,0.0003821860845627,0.0,0.0003821860845627,-0.0003821860845627,0.0003821860845627,-1.0,0.00019109304228135
Lebanon,Islam,,,0.0003760771639174,0.0,0.0003760771639174,-0.0003760771639174,0.0003760771639174,-1.0,0.0001880385819587
Cuba,I do not identify with any religious group or faith,,,0.0003756144987498,0.0,0.0003756144987498,-0.0003756144987498,0.0003756144987498,-1.0,0.0001878072493749
Saudi Arabia,Islam,2.0,0.0033333333333333335,0.0037025541475537,0.0033333333333333335,0.0037025541475537,-0.00036922081422036644,0.00036922081422036644,-0.0997205711263704,0.00018461040711018322
Burkina Faso,Other religious group,,,0.0003690610424497,0.0,0.0003690610424497,-0.0003690610424497,0.0003690610424497,-1.0,0.00018453052122485
New Zealand,Christianity,,,0.0003612704281936,0.0,0.0003612704281936,-0.0003612704281936,0.0003612704281936,-1.0,0.0001806352140968
Czech Republic,Christianity,,,0.0003544928911148,0.0,0.0003544928911148,-0.0003544928911148,0.0003544928911148,-1.0,0.0001772464455574
Oman,Islam,,,0.0003463491139487,0.0,0.0003463491139487,-0.0003463491139487,0.0003463491139487,-1.0,0.00017317455697435
Nigeria,Other religious group,,,0.000333160981131,0.0,0.000333160981131,-0.000333160981131,0.000333160981131,-1.0,0.0001665804905655
Italy,Islam,,,0.0003249316326643,0.0,0.0003249316326643,-0.0003249316326643,0.0003249316326643,-1.0,0.00016246581633215
Namibia,Christianity,,,0.0003224152562826,0.0,0.0003224152562826,-0.0003224152562826,0.0003224152562826,-1.0,0.0001612076281413
Ethiopia,Other religious group,,,0.0003188147350333,0.0,0.0003188147350333,-0.0003188147350333,0.0003188147350333,-1.0,0.00015940736751665
Togo,Other religious group,,,0.0003165935071206,0.0,0.0003165935071206,-0.0003165935071206,0.0003165935071206,-1.0,0.0001582967535603
Jamaica,Christianity,,,0.0003067919673007,0.0,0.0003067919673007,-0.0003067919673007,0.0003067919673007,-1.0,0.00015339598365035
Benin,Islam,,,0.0003054895430985,0.0,0.0003054895430985,-0.0003054895430985,0.0003054895430985,-1.0,0.00015274477154925
Lesotho,Christianity,,,0.0003046570358691,0.0,0.0003046570358691,-0.0003046570358691,0.0003046570358691,-1.0,0.00015232851793455
Ivory Coast,Other religious group,,,0.000297753317381,0.0,0.000297753317381,-0.000297753317381,0.000297753317381,-1.0,0.0001488766586905
Sri Lanka,Islam,,,0.0002964944040096,0.0,0.0002964944040096,-0.0002964944040096,0.0002964944040096,-1.0,0.0001482472020048
Kuwait,Islam,,,0.0002944726007381,0.0,0.0002944726007381,-0.0002944726007381,0.0002944726007381,-1.0,0.00014723630036905
Japan,Christianity,,,0.0002936458949528,0.0,0.0002936458949528,-0.0002936458949528,0.0002936458949528,-1.0,0.0001468229474764
Bosnia-Herzegovina,Christianity,,,0.0002852105952203,0.0,0.0002852105952203,-0.0002852105952203,0.0002852105952203,-1.0,0.00014260529761015
Cuba,Other religious group,,,0.0002849770870949,0.0,0.0002849770870949,-0.0002849770870949,0.0002849770870949,-1.0,0.00014248854354745
Uruguay,Christianity,,,0.0002829987946542,0.0,0.0002829987946542,-0.0002829987946542,0.0002829987946542,-1.0,0.0001414993973271
Laos,Other religious group,,,0.0002823562847193,0.0,0.0002823562847193,-0.0002823562847193,0.0002823562847193,-1.0,0.00014117814235965
Malawi,Islam,,,0.0002809349309129,0.0,0.0002809349309129,-0.0002809349309129,0.0002809349309129,-1.0,0.00014046746545645
Eritrea,Islam,,,0.0002786868713212,0.0,0.0002786868713212,-0.0002786868713212,0.0002786868713212,-1.0,0.0001393434356606
Burma (Myanmar),Islam,,,0.0002782372594029,0.0,0.0002782372594029,-0.0002782372594029,0.0002782372594029,-1.0,0.00013911862970145
Sudan,Christianity,,,0.000263153504723,0.0,0.000263153504723,-0.000263153504723,0.000263153504723,-1.0,0.0001315767523615
Kosovo,Islam,,,0.00026245733143,0.0,0.00026245733143,-0.00026245733143,0.00026245733143,-1.0,0.000131228665715
Mozambique,Other religious group,,,0.0002527333859251,0.0,0.0002527333859251,-0.0002527333859251,0.0002527333859251,-1.0,0.00012636669296255
Singapore,Buddhism,,,0.0002502612455547,0.0,0.0002502612455547,-0.0002502612455547,0.0002502612455547,-1.0,0.00012513062277735
Malaysia,Hinduism,,,0.0002471415189859,0.0,0.0002471415189859,-0.0002471415189859,0.0002471415189859,-1.0,0.00012357075949295
Bosnia-Herzegovina,Islam,,,0.0002464917572458,0.0,0.0002464917572458,-0.0002464917572458,0.0002464917572458,-1.0,0.0001232458786229
India,Buddhism,1.0,0.0016666666666666668,0.0014209012937339,0.0016666666666666668,0.0014209012937339,0.0002457653729327667,0.0002457653729327667,0.17296442336746337,0.00012288268646638335
Indonesia,Buddhism,,,0.0002435286696678,0.0,0.0002435286696678,-0.0002435286696678,0.0002435286696678,-1.0,0.0001217643348339
Gambia,Islam,,,0.0002386177472307,0.0,0.0002386177472307,-0.0002386177472307,0.0002386177472307,-1.0,0.00011930887361535
Poland,Christianity,3.0,0.005,0.0052355190363931,0.005,0.0052355190363931,-0.00023551903639309948,0.00023551903639309948,-0.04498484959293651,0.00011775951819654974
Lebanon,Christianity,,,0.000234971539609,0.0,0.000234971539609,-0.000234971539609,0.000234971539609,-1.0,0.0001174857698045
Benin,Other religious group,,,0.0002329678658504,0.0,0.0002329678658504,-0.0002329678658504,0.0002329678658504,-1.0,0.0001164839329252
Slovenia,Christianity,,,0.0002308278581551,0.0,0.0002308278581551,-0.0002308278581551,0.0002308278581551,-1.0,0.00011541392907755
Ivory Coast,I do not identify with any religious group or faith,,,0.00022904101337,0.0,0.00022904101337,-0.00022904101337,0.00022904101337,-1.0,0.000114520506685
Sri Lanka,Christianity,,,0.0002208580764561,0.0,0.0002208580764561,-0.0002208580764561,0.0002208580764561,-1.0,0.00011042903822805
Mongolia,Buddhism,,,0.0002205651035287,0.0,0.0002205651035287,-0.0002205651035287,0.0002205651035287,-1.0,0.00011028255176435
Philippines,Other religious group,,,0.0002164170709917,0.0,0.0002164170709917,-0.0002164170709917,0.0002164170709917,-1.0,0.00010820853549585
Portugal,Christianity,1.0,0.0016666666666666668,0.0014529484709845,0.0016666666666666668,0.0014529484709845,0.00021371819568216676,0.00021371819568216676,0.14709275652243464,0.00010685909784108338
Botswana,Christianity,,,0.0002101877703811,0.0,0.0002101877703811,-0.0002101877703811,0.0002101877703811,-1.0,0.00010509388519055
Madagascar,I do not identify with any religious group or faith,,,0.0002072551403847,0.0,0.0002072551403847,-0.0002072551403847,0.0002072551403847,-1.0,0.00010362757019235
Israel,Islam,,,0.0002001672260462,0.0,0.0002001672260462,-0.0002001672260462,0.0002001672260462,-1.0,0.0001000836130231
Nepal,Islam,,,0.0001998829552849,0.0,0.0001998829552849,-0.0001998829552849,0.0001998829552849,-1.0,9.994147764245e-05
Uruguay,I do not identify with any religious group or faith,,,0.0001989300680903,0.0,0.0001989300680903,-0.0001989300680903,0.0001989300680903,-1.0,9.946503404515e-05
Taiwan,Christianity,,,0.000185225606747,0.0,0.000185225606747,-0.000185225606747,0.000185225606747,-1.0,9.26128033735e-05
Latvia,Christianity,,,0.0001820928269288,0.0,0.0001820928269288,-0.0001820928269288,0.0001820928269288,-1.0,9.10464134644e-05
Ghana,Other religious group,,,0.0001804089577766,0.0,0.0001804089577766,-0.0001804089577766,0.0001804089577766,-1.0,9.02044788883e-05
Sierra Leone,Christianity,,,0.0001779346418647,0.0,0.0001779346418647,-0.0001779346418647,0.0001779346418647,-1.0,8.896732093235e-05
Republic of Macedonia,Christianity,,,0.0001771732023255,0.0,0.0001771732023255,-0.0001771732023255,0.0001771732023255,-1.0,8.858660116275e-05
